judgment	duration	metrics.worker.agreement	output.keywords	output.keywords.agreement	started	submitted	unit	worker
1539171405	163	0	Counter({'buzz': 1})	0	2015-01-26 18:57:23	2015-01-26 19:00:06	658295870	31241093
1539178401	70	0	Counter({'shorting': 1})	0	2015-01-26 19:14:47	2015-01-26 19:15:57	658295870	29155723
1539210361	45	0	Counter({'spark': 1})	0	2015-01-26 20:11:36	2015-01-26 20:12:21	658295870	29025907
1539214321	54	0	Counter({'noise': 1})	0	2015-01-26 20:17:47	2015-01-26 20:18:41	658295870	13121046
1539238843	69	0.2886751346	Counter({'shock': 1})	0.2886751346	2015-01-26 20:56:37	2015-01-26 20:57:46	658295870	6748427
1539247539	53	0.2886751346	Counter({'shock': 1})	0.2886751346	2015-01-26 21:11:37	2015-01-26 21:12:30	658295870	6334158
1539256547	75	0	Counter({'beep': 1})	0	2015-01-26 21:26:02	2015-01-26 21:27:17	658295870	16826339
1539273442	64	0	Counter({'spray': 1})	0	2015-01-26 21:47:05	2015-01-26 21:48:09	658295870	1924522
1539277982	173	0	Counter({'fart': 1, 'psst': 1, 'fast': 1})	0	2015-01-26 21:50:50	2015-01-26 21:53:43	658295870	21799277
1539290808	62	0	Counter({'sound': 1, 'zarr': 1})	0	2015-01-26 22:08:41	2015-01-26 22:09:43	658295870	20306700
1539210806	41	0.3487429162	Counter({'metal_clinking': 1, 'coin': 1})	0.3487429162	2015-01-26 20:12:22	2015-01-26 20:13:03	658295871	29025907
1539214932	60	0.4866642634	Counter({'coin': 1})	0.4866642634	2015-01-26 20:18:42	2015-01-26 20:19:42	658295871	13121046
1539241342	50	0.762000762	Counter({'keys': 1, 'coin': 1})	0.762000762	2015-01-26 21:01:01	2015-01-26 21:01:51	658295871	6748427
1539251059	78	0.2886751346	Counter({'keys': 1, 'bowl': 1, 'money_spare': 1})	0.2886751346	2015-01-26 21:16:54	2015-01-26 21:18:12	658295871	6334158
1539278291	52	0	Counter({'crinkle': 1})	0	2015-01-26 21:53:12	2015-01-26 21:54:04	658295871	1924522
1539291963	82	0.3487429162	Counter({'pouring': 1, 'coin': 1})	0.3487429162	2015-01-26 22:09:44	2015-01-26 22:11:06	658295871	20306700
1539296541	122	0	Counter({'scratching': 1})	0	2015-01-26 22:14:55	2015-01-26 22:16:57	658295871	6336109
1539299264	82	0.2300894967	Counter({'keys': 1, 'jingle': 1, 'crunchy': 1, 'shuffle': 1, 'metallic': 1})	0.2300894967	2015-01-26 22:19:19	2015-01-26 22:20:41	658295871	9001027
1539303520	53	0.4866642634	Counter({'keys': 1})	0.4866642634	2015-01-26 22:25:54	2015-01-26 22:26:47	658295871	30505882
1539311149	66	0	Counter({'dish': 1, 'emptying': 1, 'paperclips': 1})	0	2015-01-26 22:37:41	2015-01-26 22:38:47	658295871	28206320
1539210805	41	0	Counter({'machine_noises': 1})	0	2015-01-26 20:12:22	2015-01-26 20:13:03	658295872	29025907
1539214943	60	0	Counter({'computer': 1})	0	2015-01-26 20:18:42	2015-01-26 20:19:42	658295872	13121046
1539241343	50	0	Counter({'medical_machine_analysing': 1})	0	2015-01-26 21:01:01	2015-01-26 21:01:51	658295872	6748427
1539251063	78	0	Counter({'medical_scanner': 1})	0	2015-01-26 21:16:54	2015-01-26 21:18:12	658295872	6334158
1539278290	52	0	Counter({'electronic_music': 1})	0	2015-01-26 21:53:12	2015-01-26 21:54:04	658295872	1924522
1539291965	82	0	Counter({'guitar': 1, 'playing': 1})	0	2015-01-26 22:09:44	2015-01-26 22:11:06	658295872	20306700
1539296539	122	0	Counter({'soundwaves': 1})	0	2015-01-26 22:14:55	2015-01-26 22:16:57	658295872	6336109
1539299260	82	0	Counter({'scratchy': 1, 'scrape': 1, 'noisy': 1})	0	2015-01-26 22:19:19	2015-01-26 22:20:41	658295872	9001027
1539303525	53	0	Counter({'space': 1})	0	2015-01-26 22:25:54	2015-01-26 22:26:47	658295872	30505882
1539311151	66	0	Counter({'channels': 1, 'tuning': 1})	0	2015-01-26 22:37:41	2015-01-26 22:38:47	658295872	28206320
1539210808	41	0.5345224838	Counter({'thump': 1})	0.5345224838	2015-01-26 20:12:22	2015-01-26 20:13:03	658295873	29025907
1539214936	60	0	Counter({'noise': 1})	0	2015-01-26 20:18:42	2015-01-26 20:19:42	658295873	13121046
1539241335	50	0	Counter({'no_signal': 1})	0	2015-01-26 21:01:01	2015-01-26 21:01:51	658295873	6748427
1539251062	78	0	Counter({'incorrect': 1})	0	2015-01-26 21:16:54	2015-01-26 21:18:12	658295873	6334158
1539278305	52	0.5345224838	Counter({'thump': 1})	0.5345224838	2015-01-26 21:53:12	2015-01-26 21:54:04	658295873	1924522
1539291967	82	0	Counter({'nothing': 1, 'grr': 1})	0	2015-01-26 22:09:44	2015-01-26 22:11:06	658295873	20306700
1539296540	122	0	Counter({'plop': 1})	0	2015-01-26 22:14:55	2015-01-26 22:16:57	658295873	6336109
1539299263	82	0.3333333333	Counter({'thump': 1, 'quiet': 1, 'flump': 1})	0.3333333333	2015-01-26 22:19:19	2015-01-26 22:20:41	658295873	9001027
1539303524	53	0	Counter({'foot_step': 1})	0	2015-01-26 22:25:54	2015-01-26 22:26:47	658295873	30505882
1539311154	66	0	Counter({'switch': 1})	0	2015-01-26 22:37:41	2015-01-26 22:38:47	658295873	28206320
1539211240	41	0.4082482905	Counter({'coins_clinking': 1, 'metal': 1})	0.4082482905	2015-01-26 20:13:05	2015-01-26 20:13:46	658295874	29025907
1539216573	59	0.4303314829	Counter({'coins_clinking': 1, 'bowl': 1, 'mannual_noise': 1})	0.4303314829	2015-01-26 20:21:04	2015-01-26 20:22:03	658295874	13121046
1539241959	74	0.7637626158	Counter({'keys': 1, 'coins_clinking': 1})	0.7637626158	2015-01-26 21:01:52	2015-01-26 21:03:06	658295874	6748427
1539253113	60	0.7396002616	Counter({'keys': 1, 'coins_clinking': 1, 'bowl': 1})	0.7396002616	2015-01-26 21:21:01	2015-01-26 21:22:01	658295874	6334158
1539280250	54	0	Counter({'crinkle': 1})	0	2015-01-26 21:55:52	2015-01-26 21:56:46	658295874	1924522
1539299767	46	0	Counter({'shuffle': 1, 'scrape': 1, 'metallic': 1})	0	2015-01-26 22:20:42	2015-01-26 22:21:28	658295874	9001027
1539304132	43	0.4200840252	Counter({'keys': 1})	0.4200840252	2015-01-26 22:26:50	2015-01-26 22:27:33	658295874	30505882
1539318096	114	0	Counter({'chains': 1})	0	2015-01-26 22:48:41	2015-01-26 22:50:35	658295874	1894315
1539340814	240	0.1956984219	Counter({'keys': 1, 'jingling': 1, 'metalic': 1, 'rustling': 1, 'movement': 1})	0.1956984219	2015-01-26 23:21:56	2015-01-26 23:25:56	658295874	20106408
1539358803	76	0.3368607684	Counter({'nails': 1, 'coins_clinking': 1, 'rummaging': 1})	0.3368607684	2015-01-26 23:53:28	2015-01-26 23:54:44	658295874	27102601
1539211234	41	0.1386750491	Counter({'computer_noises': 1, 'machine_noises': 1})	0.1386750491	2015-01-26 20:13:05	2015-01-26 20:13:46	658295875	29025907
1539216560	59	0	Counter({'keyboard': 1})	0	2015-01-26 20:21:04	2015-01-26 20:22:03	658295875	13121046
1539241957	74	0.1924500897	Counter({'computer_analysing': 1})	0.1924500897	2015-01-26 21:01:52	2015-01-26 21:03:06	658295875	6748427
1539253114	60	0.1924500897	Counter({'computer_analysing': 1})	0.1924500897	2015-01-26 21:21:01	2015-01-26 21:22:01	658295875	6334158
1539280252	54	0	Counter({'digital_music': 1})	0	2015-01-26 21:55:52	2015-01-26 21:56:46	658295875	1924522
1539299770	46	0.2407717062	Counter({'bleep': 1, 'electronic': 1, 'buzzy': 1})	0.2407717062	2015-01-26 22:20:42	2015-01-26 22:21:28	658295875	9001027
1539304120	43	0	Counter({'space': 1})	0	2015-01-26 22:26:50	2015-01-26 22:27:33	658295875	30505882
1539318094	114	0	Counter({'pinball_machine': 1})	0	2015-01-26 22:48:41	2015-01-26 22:50:35	658295875	1894315
1539340813	240	0.3354101966	Counter({'electronic': 1, 'buzzing': 1, 'beeping': 1, 'varried': 1})	0.3354101966	2015-01-26 23:21:56	2015-01-26 23:25:56	658295875	20106408
1539358804	76	0.5298129428	Counter({'computer_noises': 1, 'buzzing': 1, 'electronic': 1})	0.5298129428	2015-01-26 23:53:28	2015-01-26 23:54:44	658295875	27102601
1539211236	41	0	Counter({'clunk': 1})	0	2015-01-26 20:13:05	2015-01-26 20:13:46	658295876	29025907
1539216565	59	0	Counter({'clip': 1})	0	2015-01-26 20:21:04	2015-01-26 20:22:03	658295876	13121046
1539241954	74	0	Counter({'sand_paper': 1})	0	2015-01-26 21:01:52	2015-01-26 21:03:06	658295876	6748427
1539253120	60	0	Counter({'rabot': 1})	0	2015-01-26 21:21:01	2015-01-26 21:22:01	658295876	6334158
1539280251	54	0	Counter({'rip': 1})	0	2015-01-26 21:55:52	2015-01-26 21:56:46	658295876	1924522
1539299777	46	0.1601281538	Counter({'shutter': 1, 'camera': 1, 'click': 1})	0.1601281538	2015-01-26 22:20:42	2015-01-26 22:21:28	658295876	9001027
1539304137	43	0.2581988897	Counter({'click': 1})	0.2581988897	2015-01-26 22:26:50	2015-01-26 22:27:33	658295876	30505882
1539318095	114	0	Counter({'ripping': 1})	0	2015-01-26 22:48:41	2015-01-26 22:50:35	658295876	1894315
1539340815	240	0.1601281538	Counter({'quick': 1, 'scratch': 1, 'scraping': 1})	0.1601281538	2015-01-26 23:21:56	2015-01-26 23:25:56	658295876	20106408
1539358812	76	0.2581988897	Counter({'scratch': 1})	0.2581988897	2015-01-26 23:53:28	2015-01-26 23:54:44	658295876	27102601
1539211664	41	0.1111111111	Counter({'coins': 1, 'mri': 1, 'machine_gun': 1})	0.1111111111	2015-01-26 20:13:47	2015-01-26 20:14:28	658295877	29025907
1539217690	101	0	Counter({'shower': 1, 'nails': 1})	0	2015-01-26 20:22:04	2015-01-26 20:23:45	658295877	13121046
1539244601	56	0	Counter({'navy_fax': 1})	0	2015-01-26 21:06:25	2015-01-26 21:07:21	658295877	6748427
1539281144	65	0.1856953382	Counter({'machinery': 1})	0.1856953382	2015-01-26 21:56:47	2015-01-26 21:57:52	658295877	1924522
1539281610	74	0.1856953382	Counter({'shooting_a_target': 1})	0.1856953382	2015-01-26 21:57:15	2015-01-26 21:58:29	658295877	6334158
1539304631	50	0.1856953382	Counter({'machinery': 1})	0.1856953382	2015-01-26 22:27:34	2015-01-26 22:28:24	658295877	30505882
1539346540	191	0.0788110406	Counter({'printing': 1, 'drone': 1, 'paper': 1, 'tapping': 1, 'typing': 1, 'tearing': 1, 'motorized': 1})	0.0788110406	2015-01-26 23:31:40	2015-01-26 23:34:51	658295877	20106408
1539388984	54	0.133630621	Counter({'shooting_a_target': 1, 'reload': 1})	0.133630621	2015-01-27 00:12:30	2015-01-27 00:13:24	658295877	23854732
1539409170	68	0.2041241452	Counter({'spraying': 1, 'buzzing': 1, 'paper': 1, 'machine_gun': 1})	0.2041241452	2015-01-27 00:20:23	2015-01-27 00:21:31	658295877	14583334
1539423860	63	0	Counter({'voice': 1, 'slapping_metal': 1})	0	2015-01-27 00:36:24	2015-01-27 00:37:27	658295877	15439740
1539211658	41	0.5252257314	Counter({'rolling_balls': 1, 'wood_floor': 1})	0.5252257314	2015-01-26 20:13:47	2015-01-26 20:14:28	658295878	29025907
1539217694	101	0	Counter({'table': 1})	0	2015-01-26 20:22:04	2015-01-26 20:23:45	658295878	13121046
1539244600	56	0	Counter({'pinbal_start': 1})	0	2015-01-26 21:06:25	2015-01-26 21:07:21	658295878	6748427
1539281148	65	0	Counter({'bowling': 1})	0	2015-01-26 21:56:47	2015-01-26 21:57:52	658295878	1924522
1539281612	74	0	Counter({'pinball_rolling': 1})	0	2015-01-26 21:57:15	2015-01-26 21:58:29	658295878	6334158
1539304622	50	0.3429971703	Counter({'ball_faling': 1})	0.3429971703	2015-01-26 22:27:34	2015-01-26 22:28:24	658295878	30505882
1539346544	191	0.5070925528	Counter({'impact': 1, 'knock': 1, 'droping': 1, 'metalic': 1, 'ball_faling': 1, 'rolling_balls': 1, 'wood_floor': 1})	0.5070925528	2015-01-26 23:31:40	2015-01-26 23:34:51	658295878	20106408
1539388990	54	0.6804138174	Counter({'rolling_balls': 1, 'ball_faling': 1})	0.6804138174	2015-01-27 00:12:30	2015-01-27 00:13:24	658295878	23854732
1539409168	68	0	Counter({'rumbling': 1, 'deep': 1})	0	2015-01-27 00:20:23	2015-01-27 00:21:31	658295878	14583334
1539423855	63	0.5303300859	Counter({'rolling_balls': 1})	0.5303300859	2015-01-27 00:36:24	2015-01-27 00:37:27	658295878	15439740
1539211663	41	0.914991422	Counter({'small_drum_hit': 1})	0.914991422	2015-01-26 20:13:47	2015-01-26 20:14:28	658295879	29025907
1539217688	101	0	Counter({'bong': 1})	0	2015-01-26 20:22:04	2015-01-26 20:23:45	658295879	13121046
1539244597	56	0.914991422	Counter({'small_drum_hit': 1})	0.914991422	2015-01-26 21:06:25	2015-01-26 21:07:21	658295879	6748427
1539281152	65	0.914991422	Counter({'small_drum_hit': 1})	0.914991422	2015-01-26 21:56:47	2015-01-26 21:57:52	658295879	1924522
1539281603	74	0.914991422	Counter({'small_drum_hit': 1})	0.914991422	2015-01-26 21:57:15	2015-01-26 21:58:29	658295879	6334158
1539304653	50	0	Counter({'tom': 1})	0	2015-01-26 22:27:34	2015-01-26 22:28:24	658295879	30505882
1539346545	191	0.474341649	Counter({'beat': 1, 'knock': 1, 'small_drum_hit': 1, 'metal': 1})	0.474341649	2015-01-26 23:31:40	2015-01-26 23:34:51	658295879	20106408
1539388980	54	0.914991422	Counter({'small_drum_hit': 1})	0.914991422	2015-01-27 00:12:30	2015-01-27 00:13:24	658295879	23854732
1539409169	68	0.6546536707	Counter({'small_drum_hit': 1, 'bang': 1})	0.6546536707	2015-01-27 00:20:23	2015-01-27 00:21:31	658295879	14583334
1539423857	63	0	Counter({'slap': 1})	0	2015-01-27 00:36:24	2015-01-27 00:37:27	658295879	15439740
1539212104	37	0.1154700538	Counter({'sonar': 1, 'frequency_sounds': 1, 'computer_noises': 1})	0.1154700538	2015-01-26 20:14:29	2015-01-26 20:15:06	658295880	29025907
1539218267	47	0.1386750491	Counter({'computer_noises': 1, 'electronic': 1})	0.1386750491	2015-01-26 20:23:46	2015-01-26 20:24:33	658295880	13121046
1539248384	66	0	Counter({'dentist_instrument': 1})	0	2015-01-26 21:12:56	2015-01-26 21:14:02	658295880	6748427
1539282798	88	0	Counter({'dentistery': 1, 'milling_machine': 1})	0	2015-01-26 21:58:30	2015-01-26 21:59:58	658295880	6334158
1539283053	49	0	Counter({'digital_sounds': 1})	0	2015-01-26 21:59:32	2015-01-26 22:00:21	658295880	1924522
1539305292	60	0	Counter({'ulrta_sound': 1})	0	2015-01-26 22:28:25	2015-01-26 22:29:25	658295880	30505882
1539411620	54	0.2132007164	Counter({'bird_whistles': 1, 'loud': 1, 'piercing': 1, 'squealing': 1})	0.2132007164	2015-01-27 00:21:33	2015-01-27 00:22:27	658295880	14583334
1539411824	278	0	Counter({'radio': 1, 'scanner': 1})	0	2015-01-27 00:17:52	2015-01-27 00:22:30	658295880	30489373
1539418971	87	0.4522670169	Counter({'high_pitched': 1, 'bird_whistles': 1})	0.4522670169	2015-01-27 00:28:08	2015-01-27 00:29:35	658295880	19972883
1539424334	60	0.4522670169	Counter({'bird_whistles': 1, 'high_pitched': 1})	0.4522670169	2015-01-27 00:37:28	2015-01-27 00:38:28	658295880	15439740
1539212100	37	0	Counter({'machine_noise': 1})	0	2015-01-26 20:14:29	2015-01-26 20:15:06	658295881	29025907
1539218269	47	0.2132007164	Counter({'electronic': 1})	0.2132007164	2015-01-26 20:23:46	2015-01-26 20:24:33	658295881	13121046
1539248383	66	0	Counter({'robot_denial_response': 1})	0	2015-01-26 21:12:56	2015-01-26 21:14:02	658295881	6748427
1539282792	88	0.4472135955	Counter({'old_robot_denial_answer': 1})	0.4472135955	2015-01-26 21:58:30	2015-01-26 21:59:58	658295881	6334158
1539283056	49	0	Counter({'digital_sounds': 1})	0	2015-01-26 21:59:32	2015-01-26 22:00:21	658295881	1924522
1539305293	60	0.2132007164	Counter({'techno': 1})	0.2132007164	2015-01-26 22:28:25	2015-01-26 22:29:25	658295881	30505882
1539411622	54	0.5144957554	Counter({'old_robot_denial_answer': 1, 'electronic': 1})	0.5144957554	2015-01-27 00:21:33	2015-01-27 00:22:27	658295881	14583334
1539411819	278	0.272165527	Counter({'old_robot_denial_answer': 1, 'laser': 1, 'disco': 1})	0.272165527	2015-01-27 00:17:52	2015-01-27 00:22:30	658295881	30489373
1539418984	87	0.1290994449	Counter({'short': 1, 'low': 1, 'techno': 1})	0.1290994449	2015-01-27 00:28:08	2015-01-27 00:29:35	658295881	19972883
1539424333	60	0	Counter({'mechanical_voice': 1})	0	2015-01-27 00:37:28	2015-01-27 00:38:28	658295881	15439740
1539212114	37	0	Counter({'hit': 1})	0	2015-01-26 20:14:29	2015-01-26 20:15:06	658295882	29025907
1539218268	47	0	Counter({'arrow': 1})	0	2015-01-26 20:23:46	2015-01-26 20:24:33	658295882	13121046
1539248385	66	0.316227766	Counter({'shock': 1})	0.316227766	2015-01-26 21:12:56	2015-01-26 21:14:02	658295882	6748427
1539282794	88	0.316227766	Counter({'shock': 1})	0.316227766	2015-01-26 21:58:30	2015-01-26 21:59:58	658295882	6334158
1539283058	49	0	Counter({'zap': 1})	0	2015-01-26 21:59:32	2015-01-26 22:00:21	658295882	1924522
1539305296	60	0	Counter({'tish': 1})	0	2015-01-26 22:28:25	2015-01-26 22:29:25	658295882	30505882
1539411629	54	0	Counter({'computer': 1})	0	2015-01-27 00:21:33	2015-01-27 00:22:27	658295882	14583334
1539411818	278	0	Counter({'beep': 1, 'buzz': 1})	0	2015-01-27 00:17:52	2015-01-27 00:22:30	658295882	30489373
1539418970	87	0	Counter({'whoosh': 1})	0	2015-01-27 00:28:08	2015-01-27 00:29:35	658295882	19972883
1539424339	60	0	Counter({'whisk': 1})	0	2015-01-27 00:37:28	2015-01-27 00:38:28	658295882	15439740
1539249237	79	0	Counter({'mystery_soundtrack': 1})	0	2015-01-26 21:14:03	2015-01-26 21:15:22	658295883	6748427
1539283843	60	0	Counter({'digital_sounds': 1})	0	2015-01-26 22:00:22	2015-01-26 22:01:22	658295883	1924522
1539283848	84	0	Counter({'jerky_theme': 1})	0	2015-01-26 21:59:59	2015-01-26 22:01:23	658295883	6334158
1539306705	126	0	Counter({'techno': 1})	0	2015-01-26 22:29:27	2015-01-26 22:31:33	658295883	30505882
1539413874	53	0.1714985851	Counter({'warbled': 1, 'synthesizer': 1})	0.1714985851	2015-01-27 00:22:29	2015-01-27 00:23:22	658295883	14583334
1539425075	62	0	Counter({'through_a_tunnel': 1, 'mechanical': 1})	0	2015-01-27 00:38:30	2015-01-27 00:39:32	658295883	15439740
1539427122	273	0	Counter({'alien': 1, 'horror': 1})	0	2015-01-27 00:38:07	2015-01-27 00:42:40	658295883	30489373
1539453381	102	0.1714985851	Counter({'synthesizer': 1, 'soundwaves': 1})	0.1714985851	2015-01-27 01:20:05	2015-01-27 01:21:47	658295883	18569146
1539454251	90	0.1714985851	Counter({'rythym': 1, 'electronic': 1})	0.1714985851	2015-01-27 01:21:20	2015-01-27 01:22:50	658295883	29812109
1539485827	48	0.1443375673	Counter({'spooky': 1, 'warbly': 1, 'electronic': 1})	0.1443375673	2015-01-27 01:45:01	2015-01-27 01:45:49	658295883	7348582
1539249235	79	0	Counter({'refrigerator_vibrating': 1})	0	2015-01-26 21:14:03	2015-01-26 21:15:22	658295884	6748427
1539283840	60	0.242535625	Counter({'machinery': 1})	0.242535625	2015-01-26 22:00:22	2015-01-26 22:01:22	658295884	1924522
1539283844	84	0	Counter({'freezer_case_vibration': 1})	0	2015-01-26 21:59:59	2015-01-26 22:01:23	658295884	6334158
1539306706	126	0.242535625	Counter({'machinery': 1})	0.242535625	2015-01-26 22:29:27	2015-01-26 22:31:33	658295884	30505882
1539413876	53	0	Counter({'spinning': 1, 'low': 1, 'deep': 1})	0	2015-01-27 00:22:29	2015-01-27 00:23:22	658295884	14583334
1539425074	62	0.242535625	Counter({'distant': 1})	0.242535625	2015-01-27 00:38:30	2015-01-27 00:39:32	658295884	15439740
1539427124	273	0	Counter({'machine': 1, 'fan': 1})	0	2015-01-27 00:38:07	2015-01-27 00:42:40	658295884	30489373
1539453377	102	0	Counter({'engine': 1, 'boat': 1})	0	2015-01-27 01:20:05	2015-01-27 01:21:47	658295884	18569146
1539454252	90	0	Counter({'white_noise': 1, 'background_noise': 1})	0	2015-01-27 01:21:20	2015-01-27 01:22:50	658295884	29812109
1539485806	48	0.1767766953	Counter({'scratching': 1, 'distant': 1})	0.1767766953	2015-01-27 01:45:01	2015-01-27 01:45:49	658295884	7348582
1539249239	79	0.2672612419	Counter({'casino_gain': 1})	0.2672612419	2015-01-26 21:14:03	2015-01-26 21:15:22	658295885	6748427
1539283841	60	0	Counter({'clunk': 1})	0	2015-01-26 22:00:22	2015-01-26 22:01:22	658295885	1924522
1539283846	84	0.2672612419	Counter({'casino_gain': 1})	0.2672612419	2015-01-26 21:59:59	2015-01-26 22:01:23	658295885	6334158
1539306707	126	0	Counter({'tish': 1})	0	2015-01-26 22:29:27	2015-01-26 22:31:33	658295885	30505882
1539413901	53	0	Counter({'ding': 1, 'low': 1})	0	2015-01-27 00:22:29	2015-01-27 00:23:22	658295885	14583334
1539425076	62	0	Counter({'indescribable': 1})	0	2015-01-27 00:38:30	2015-01-27 00:39:32	658295885	15439740
1539427123	273	0	Counter({'clink': 1, 'metal': 1, 'clang': 1})	0	2015-01-27 00:38:07	2015-01-27 00:42:40	658295885	30489373
1539453372	102	0	Counter({'scratch': 1, 'skip': 1})	0	2015-01-27 01:20:05	2015-01-27 01:21:47	658295885	18569146
1539454254	90	0	Counter({'short': 1})	0	2015-01-27 01:21:20	2015-01-27 01:22:50	658295885	29812109
1539485805	48	0	Counter({'tick': 1, 'clock': 1})	0	2015-01-27 01:45:01	2015-01-27 01:45:49	658295885	7348582
1539254413	63	0	Counter({'increase_soundtrack': 1})	0	2015-01-26 21:22:53	2015-01-26 21:23:56	658295886	6748427
1539284989	70	0.2	Counter({'up_music_scale': 1})	0.2	2015-01-26 22:01:24	2015-01-26 22:02:34	658295886	6334158
1539286398	45	0.2	Counter({'digital_sounds': 1})	0.2	2015-01-26 22:03:33	2015-01-26 22:04:18	658295886	1924522
1539307352	63	0	Counter({'ultra_sound': 1})	0	2015-01-26 22:31:34	2015-01-26 22:32:37	658295886	30505882
1539426694	40	0	Counter({'resonating': 1, 'echo': 1})	0	2015-01-27 00:41:29	2015-01-27 00:42:09	658295886	15439740
1539428104	92	0	Counter({'terror': 1, 'horror': 1, 'chase': 1})	0	2015-01-27 00:42:41	2015-01-27 00:44:13	658295886	30489373
1539433056	49	0	Counter({'synthesizer': 1, 'computerized': 1, 'distorted': 1})	0	2015-01-27 00:51:27	2015-01-27 00:52:16	658295886	14583334
1539487862	54	0.3015113446	Counter({'sizzling': 1, 'electronic': 1})	0.3015113446	2015-01-27 01:45:50	2015-01-27 01:46:44	658295886	7348582
1539498241	224	0.5601120336	Counter({'digital_sounds': 1, 'up_music_scale': 1, 'electronic': 1})	0.5601120336	2015-01-27 01:47:17	2015-01-27 01:51:01	658295886	22064369
1539509138	40	0.4170288281	Counter({'electronic': 1})	0.4170288281	2015-01-27 01:54:31	2015-01-27 01:55:11	658295886	25501111
1539254412	63	0.5570860145	Counter({'starting_machinery': 1})	0.5570860145	2015-01-26 21:22:53	2015-01-26 21:23:56	658295887	6748427
1539284994	70	0	Counter({'staring_turbine': 1})	0	2015-01-26 22:01:24	2015-01-26 22:02:34	658295887	6334158
1539286393	45	0.5570860145	Counter({'starting_machinery': 1})	0.5570860145	2015-01-26 22:03:33	2015-01-26 22:04:18	658295887	1924522
1539307371	63	0	Counter({'elevator': 1})	0	2015-01-26 22:31:34	2015-01-26 22:32:37	658295887	30505882
1539426708	40	0	Counter({'roaring': 1})	0	2015-01-27 00:41:29	2015-01-27 00:42:09	658295887	15439740
1539428108	92	0.4008918629	Counter({'starting_machinery': 1, 'whirring': 1})	0.4008918629	2015-01-27 00:42:41	2015-01-27 00:44:13	658295887	30489373
1539433057	49	0.755928946	Counter({'engine': 1, 'starting_machinery': 1, 'start_up': 1})	0.755928946	2015-01-27 00:51:27	2015-01-27 00:52:16	658295887	14583334
1539487865	54	0.2581988897	Counter({'engine': 1, 'vacuum': 1})	0.2581988897	2015-01-27 01:45:50	2015-01-27 01:46:44	658295887	7348582
1539498244	224	0.1036951695	Counter({'saw': 1, 'start_up': 1, 'circular': 1})	0.1036951695	2015-01-27 01:47:17	2015-01-27 01:51:01	658295887	22064369
1539509132	40	0.3592106041	Counter({'engine': 1})	0.3592106041	2015-01-27 01:54:31	2015-01-27 01:55:11	658295887	25501111
1539254411	63	0.25	Counter({'denial': 1})	0.25	2015-01-26 21:22:53	2015-01-26 21:23:56	658295888	6748427
1539285006	70	0.25	Counter({'denial': 1})	0.25	2015-01-26 22:01:24	2015-01-26 22:02:34	658295888	6334158
1539286394	45	0	Counter({'ppt': 1})	0	2015-01-26 22:03:33	2015-01-26 22:04:18	658295888	1924522
1539307358	63	0	Counter({'small_sound': 1})	0	2015-01-26 22:31:34	2015-01-26 22:32:37	658295888	30505882
1539426696	40	0	Counter({'short': 1})	0	2015-01-27 00:41:29	2015-01-27 00:42:09	658295888	15439740
1539428111	92	0.1825741858	Counter({'thud': 1, 'dot': 1})	0.1825741858	2015-01-27 00:42:41	2015-01-27 00:44:13	658295888	30489373
1539433058	49	0.15430335	Counter({'thud': 1, 'low': 1, 'deep': 1})	0.15430335	2015-01-27 00:51:27	2015-01-27 00:52:16	658295888	14583334
1539487860	54	0	Counter({'nothing': 1})	0	2015-01-27 01:45:50	2015-01-27 01:46:44	658295888	7348582
1539498250	224	0	Counter({'ball': 1, 'hit': 1, 'bamington': 1})	0	2015-01-27 01:47:17	2015-01-27 01:51:01	658295888	22064369
1539509140	40	0	Counter({'buzz': 1})	0	2015-01-27 01:54:31	2015-01-27 01:55:11	658295888	25501111
1539287033	64	0	Counter({'inside_freezer': 1})	0	2015-01-26 22:04:05	2015-01-26 22:05:09	658295889	6334158
1539308808	132	0.179605302	Counter({'traiin_noise': 1})	0.179605302	2015-01-26 22:32:38	2015-01-26 22:34:50	658295889	30505882
1539428266	64	0	Counter({'tick': 1, 'loud': 1})	0	2015-01-27 00:43:31	2015-01-27 00:44:35	658295889	15439740
1539428896	87	0.1072112535	Counter({'machine': 1, 'train': 1, 'window_closing': 1})	0.1072112535	2015-01-27 00:44:14	2015-01-27 00:45:41	658295889	30489373
1539433661	57	0.1788854382	Counter({'engine': 1, 'deep': 1, 'machinery': 1, 'motor': 1, 'low': 1})	0.1788854382	2015-01-27 00:52:18	2015-01-27 00:53:15	658295889	14583334
1539502868	72	0.179605302	Counter({'engine': 1})	0.179605302	2015-01-27 01:51:38	2015-01-27 01:52:50	658295889	25501111
1539553609	103	0.1961161351	Counter({'traiin_noise': 1, 'repetitive': 1, 'door': 1, 'machinery': 1})	0.1961161351	2015-01-27 02:14:56	2015-01-27 02:16:39	658295889	16762164
1539574203	72	0	Counter({'blow': 1, 'click': 1, 'pop': 1, 'buzz': 1})	0	2015-01-27 02:41:45	2015-01-27 02:42:57	658295889	21875134
1539627417	63	0.179605302	Counter({'traffic_passing': 1})	0.179605302	2015-01-27 03:02:15	2015-01-27 03:03:18	658295889	23585686
1539688926	54	0.2672612419	Counter({'traffic_passing': 1, 'window_closing': 1})	0.2672612419	2015-01-27 03:24:55	2015-01-27 03:25:49	658295889	20158161
